Name,Name + ID,Roster Position,Salary,Game Info,TeamAbbrev,AvgPointsPerGame,Position
Christian McCaffrey,Christian McCaffrey (40058244),RB/FLEX,8200,ARI@SF 09/21/2025 04:25PM ET,SF,22.95,RB
Ja'Marr Chase,Ja'Marr Chase (40058534),WR/FLEX,8100,CIN@MIN 09/21/2025 01:00PM ET,CIN,22.05,WR
CeeDee Lamb,CeeDee Lamb (40058536),WR/FLEX,8000,DAL@CHI 09/21/2025 04:25PM ET,DAL,22.1,WR
Bijan Robinson,Bijan Robinson (40058246),RB/FLEX,7900,ATL@CAR 09/21/2025 01:00PM ET,ATL,25.1,RB
Saquon Barkley,Saquon Barkley (40058248),RB/FLEX,7800,LAR@PHI 09/21/2025 01:00PM ET,PHI,17.9,RB
Puka Nacua,Puka Nacua (40058538),WR/FLEX,7700,LAR@PHI 09/21/2025 01:00PM ET,LAR,26.85,WR
Justin Jefferson,Justin Jefferson (40058540),WR/FLEX,7500,CIN@MIN 09/21/2025 01:00PM ET,MIN,12.95,WR
Nico Collins,Nico Collins (40058542),WR/FLEX,7300,HOU@JAX 09/21/2025 01:00PM ET,HOU,9.85,WR
Jonathan Taylor,Jonathan Taylor (40058250),RB/FLEX,7200,IND@TEN 09/21/2025 01:00PM ET,IND,22.65,RB
Bucky Irving,Bucky Irving (40058252),RB/FLEX,7100,NYJ@TB 09/21/2025 01:00PM ET,TB,16.3,RB
Josh Jacobs,Josh Jacobs (40058254),RB/FLEX,7000,GB@CLE 09/21/2025 01:00PM ET,GB,14.2,RB
Jayden Daniels,Jayden Daniels (40058154),QB,7000,LV@WAS 09/21/2025 01:00PM ET,WAS,19.91,QB
Chase Brown,Chase Brown (40058256),RB/FLEX,6900,CIN@MIN 09/21/2025 01:00PM ET,CIN,10.8,RB
Jalen Hurts,Jalen Hurts (40058155),QB,6800,LAR@PHI 09/21/2025 01:00PM ET,PHI,17.91,QB
Ladd McConkey,Ladd McConkey (40058544),WR/FLEX,6800,DEN@LAC 09/21/2025 04:05PM ET,LAC,11.6,WR
Ashton Jeanty,Ashton Jeanty (40058258),RB/FLEX,6700,LV@WAS 09/21/2025 01:00PM ET,LV,9.7,RB
Baker Mayfield,Baker Mayfield (40058156),QB,6600,NYJ@TB 09/21/2025 01:00PM ET,TB,21.24,QB
Mike Evans,Mike Evans (40058546),WR/FLEX,6600,NYJ@TB 09/21/2025 01:00PM ET,TB,10.35,WR
Joe Burrow,Joe Burrow (40058157),QB,6500,CIN@MIN 09/21/2025 01:00PM ET,CIN,7.93,QB
Jaxon Smith-Njigba,Jaxon Smith-Njigba (40058548),WR/FLEX,6500,NO@SEA 09/21/2025 04:05PM ET,SEA,22.35,WR
James Conner,James Conner (40058260),RB/FLEX,6500,ARI@SF 09/21/2025 04:25PM ET,ARI,13.3,RB
Brian Thomas Jr.,Brian Thomas Jr. (40058550),WR/FLEX,6400,HOU@JAX 09/21/2025 01:00PM ET,JAX,8.95,WR
Kyren Williams,Kyren Williams (40058262),RB/FLEX,6400,LAR@PHI 09/21/2025 01:00PM ET,LAR,11.95,RB
Jordan Love,Jordan Love (40058158),QB,6300,GB@CLE 09/21/2025 01:00PM ET,GB,18.4,QB
A.J. Brown,A.J. Brown (40058552),WR/FLEX,6300,LAR@PHI 09/21/2025 01:00PM ET,PHI,4.75,WR
Emeka Egbuka,Emeka Egbuka (40058554),WR/FLEX,6300,NYJ@TB 09/21/2025 01:00PM ET,TB,18.25,WR
Alvin Kamara,Alvin Kamara (40058264),RB/FLEX,6300,NO@SEA 09/21/2025 04:05PM ET,NO,15.35,RB
Chuba Hubbard,Chuba Hubbard (40058266),RB/FLEX,6200,ATL@CAR 09/21/2025 01:00PM ET,CAR,18.3,RB
Davante Adams,Davante Adams (40058556),WR/FLEX,6200,LAR@PHI 09/21/2025 01:00PM ET,LAR,17.35,WR
Garrett Wilson,Garrett Wilson (40058558),WR/FLEX,6200,NYJ@TB 09/21/2025 01:00PM ET,NYJ,15.75,WR
Justin Herbert,Justin Herbert (40058159),QB,6200,DEN@LAC 09/21/2025 04:05PM ET,LAC,25.35,QB
Tee Higgins,Tee Higgins (40058566),WR/FLEX,6100,CIN@MIN 09/21/2025 01:00PM ET,CIN,10.45,WR
Deebo Samuel Sr.,Deebo Samuel Sr. (40058560),WR/FLEX,6100,LV@WAS 09/21/2025 01:00PM ET,WAS,20,WR
Javonte Williams,Javonte Williams (40058268),RB/FLEX,6100,DAL@CHI 09/21/2025 04:25PM ET,DAL,22.7,RB
Kyler Murray,Kyler Murray (40058160),QB,6100,ARI@SF 09/21/2025 04:25PM ET,ARI,16.66,QB
Drake London,Drake London (40058564),WR/FLEX,6000,ATL@CAR 09/21/2025 01:00PM ET,ATL,10.2,WR
Breece Hall,Breece Hall (40058270),RB/FLEX,6000,NYJ@TB 09/21/2025 01:00PM ET,NYJ,12.65,RB
Brock Bowers,Brock Bowers (40059020),TE/FLEX,6000,LV@WAS 09/21/2025 01:00PM ET,LV,13.55,TE
Courtland Sutton,Courtland Sutton (40058562),WR/FLEX,6000,DEN@LAC 09/21/2025 04:05PM ET,DEN,9.85,WR
Brock Purdy,Brock Purdy (40058161),QB,6000,ARI@SF 09/21/2025 04:25PM ET,SF,18.78,QB
Tetairoa McMillan,Tetairoa McMillan (40058570),WR/FLEX,5900,ATL@CAR 09/21/2025 01:00PM ET,CAR,15.4,WR
Travis Etienne Jr.,Travis Etienne Jr. (40058272),RB/FLEX,5900,HOU@JAX 09/21/2025 01:00PM ET,JAX,19.25,RB
Dak Prescott,Dak Prescott (40058162),QB,5900,DAL@CHI 09/21/2025 04:25PM ET,DAL,16.98,QB
George Pickens,George Pickens (40058568),WR/FLEX,5900,DAL@CHI 09/21/2025 04:25PM ET,DAL,11.9,WR
Terry McLaurin,Terry McLaurin (40058572),WR/FLEX,5800,LV@WAS 09/21/2025 01:00PM ET,WAS,7.25,WR
Bo Nix,Bo Nix (40058163),QB,5800,DEN@LAC 09/21/2025 04:05PM ET,DEN,15.54,QB
Kenneth Walker III,Kenneth Walker III (40058274),RB/FLEX,5800,NO@SEA 09/21/2025 04:05PM ET,SEA,13.6,RB
DK Metcalf,DK Metcalf (40058574),WR/FLEX,5700,PIT@NE 09/21/2025 01:00PM ET,PIT,11.65,WR
Matthew Stafford,Matthew Stafford (40058164),QB,5700,LAR@PHI 09/21/2025 01:00PM ET,LAR,15.96,QB
Tony Pollard,Tony Pollard (40058278),RB/FLEX,5700,IND@TEN 09/21/2025 01:00PM ET,TEN,9.05,RB
J.K. Dobbins,J.K. Dobbins (40058276),RB/FLEX,5700,DEN@LAC 09/21/2025 04:05PM ET,DEN,15.15,RB
Trey McBride,Trey McBride (40059022),TE/FLEX,5700,ARI@SF 09/21/2025 04:25PM ET,ARI,12.95,TE
Michael Penix Jr.,Michael Penix Jr. (40058166),QB,5600,ATL@CAR 09/21/2025 01:00PM ET,ATL,14.66,QB
Jakobi Meyers,Jakobi Meyers (40058578),WR/FLEX,5600,LV@WAS 09/21/2025 01:00PM ET,LV,15.25,WR
Omarion Hampton,Omarion Hampton (40058280),RB/FLEX,5600,DEN@LAC 09/21/2025 04:05PM ET,LAC,5.8,RB
Caleb Williams,Caleb Williams (40058165),QB,5600,DAL@CHI 09/21/2025 04:25PM ET,CHI,21.09,QB
D'Andre Swift,D'Andre Swift (40058282),RB/FLEX,5600,DAL@CHI 09/21/2025 04:25PM ET,CHI,12.2,RB
Marvin Harrison Jr.,Marvin Harrison Jr. (40058576),WR/FLEX,5600,ARI@SF 09/21/2025 04:25PM ET,ARI,11.4,WR
C.J. Stroud,C.J. Stroud (40058168),QB,5500,HOU@JAX 09/21/2025 01:00PM ET,HOU,12.35,QB
Jake Browning,Jake Browning (40058167),QB,5500,CIN@MIN 09/21/2025 01:00PM ET,CIN,20.74,QB
Jaylen Warren,Jaylen Warren (40058284),RB/FLEX,5500,PIT@NE 09/21/2025 01:00PM ET,PIT,15.65,RB
Chris Godwin Jr.,Chris Godwin Jr. (40058580),WR/FLEX,5500,NYJ@TB 09/21/2025 01:00PM ET,TB,0,WR
Jacory Croskey-Merritt,Jacory Croskey-Merritt (40058286),RB/FLEX,5500,LV@WAS 09/21/2025 01:00PM ET,WAS,7.95,RB
Ricky Pearsall,Ricky Pearsall (40058582),WR/FLEX,5500,ARI@SF 09/21/2025 04:25PM ET,SF,13.5,WR
Trevor Lawrence,Trevor Lawrence (40058170),QB,5400,HOU@JAX 09/21/2025 01:00PM ET,JAX,16.28,QB
Jordan Mason,Jordan Mason (40058288),RB/FLEX,5400,CIN@MIN 09/21/2025 01:00PM ET,MIN,7.15,RB
TreVeyon Henderson,TreVeyon Henderson (40058290),RB/FLEX,5400,PIT@NE 09/21/2025 01:00PM ET,NE,8.55,RB
Daniel Jones,Daniel Jones (40058169),QB,5400,IND@TEN 09/21/2025 01:00PM ET,IND,27.66,QB
Quentin Johnston,Quentin Johnston (40058584),WR/FLEX,5400,DEN@LAC 09/21/2025 04:05PM ET,LAC,20.4,WR
DJ Moore,DJ Moore (40058586),WR/FLEX,5400,DAL@CHI 09/21/2025 04:25PM ET,CHI,9.6,WR
Aaron Jones Sr.,Aaron Jones Sr. (40058292),RB/FLEX,5300,CIN@MIN 09/21/2025 01:00PM ET,MIN,9,RB
Drake Maye,Drake Maye (40058171),QB,5300,PIT@NE 09/21/2025 01:00PM ET,NE,21.54,QB
Rhamondre Stevenson,Rhamondre Stevenson (40058294),RB/FLEX,5300,PIT@NE 09/21/2025 01:00PM ET,NE,12.95,RB
DeVonta Smith,DeVonta Smith (40058590),WR/FLEX,5300,LAR@PHI 09/21/2025 01:00PM ET,PHI,6.95,WR
Justin Fields,Justin Fields (40058172),QB,5300,NYJ@TB 09/21/2025 01:00PM ET,NYJ,17.25,QB
Rome Odunze,Rome Odunze (40058588),WR/FLEX,5300,DAL@CHI 09/21/2025 04:25PM ET,CHI,25.25,WR
Dylan Sampson,Dylan Sampson (40058298),RB/FLEX,5200,GB@CLE 09/21/2025 01:00PM ET,CLE,14.1,RB
Jerry Jeudy,Jerry Jeudy (40058592),WR/FLEX,5200,GB@CLE 09/21/2025 01:00PM ET,CLE,10.35,WR
Nick Chubb,Nick Chubb (40058296),RB/FLEX,5200,HOU@JAX 09/21/2025 01:00PM ET,HOU,10.6,RB
Aaron Rodgers,Aaron Rodgers (40058173),QB,5200,PIT@NE 09/21/2025 01:00PM ET,PIT,19.04,QB
Geno Smith,Geno Smith (40058174),QB,5200,LV@WAS 09/21/2025 01:00PM ET,LV,13.84,QB
Chris Olave,Chris Olave (40058594),WR/FLEX,5200,NO@SEA 09/21/2025 04:05PM ET,NO,11.9,WR
Matthew Golden,Matthew Golden (40058598),WR/FLEX,5100,GB@CLE 09/21/2025 01:00PM ET,GB,2.55,WR
J.J. McCarthy,J.J. McCarthy (40058175),QB,5100,CIN@MIN 09/21/2025 01:00PM ET,MIN,14.52,QB
Rachaad White,Rachaad White (40058302),RB/FLEX,5100,NYJ@TB 09/21/2025 01:00PM ET,TB,8.6,RB
Calvin Ridley,Calvin Ridley (40058596),WR/FLEX,5100,IND@TEN 09/21/2025 01:00PM ET,TEN,7.7,WR
Najee Harris,Najee Harris (40058300),RB/FLEX,5100,DEN@LAC 09/21/2025 04:05PM ET,LAC,4.4,RB
Sam Darnold,Sam Darnold (40058176),QB,5100,NO@SEA 09/21/2025 04:05PM ET,SEA,12.1,QB
Bryce Young,Bryce Young (40058178),QB,5000,ATL@CAR 09/21/2025 01:00PM ET,CAR,18.74,QB
Quinshon Judkins,Quinshon Judkins (40058304),RB/FLEX,5000,GB@CLE 09/21/2025 01:00PM ET,CLE,10.1,RB
Braelon Allen,Braelon Allen (40058306),RB/FLEX,5000,NYJ@TB 09/21/2025 01:00PM ET,NYJ,4,RB
Cooper Kupp,Cooper Kupp (40058602),WR/FLEX,5000,NO@SEA 09/21/2025 04:05PM ET,SEA,9.75,WR
Mac Jones,Mac Jones (40058177),QB,5000,ARI@SF 09/21/2025 04:25PM ET,SF,22.76,QB
Jauan Jennings,Jauan Jennings (40058600),WR/FLEX,5000,ARI@SF 09/21/2025 04:25PM ET,SF,11.75,WR
Bhayshul Tuten,Bhayshul Tuten (40058310),RB/FLEX,4900,HOU@JAX 09/21/2025 01:00PM ET,JAX,8.25,RB
Travis Hunter,Travis Hunter (40058604),WR/FLEX,4900,HOU@JAX 09/21/2025 01:00PM ET,JAX,7.25,WR
Cam Ward,Cam Ward (40058180),QB,4900,IND@TEN 09/21/2025 01:00PM ET,TEN,7.14,QB
Michael Pittman Jr.,Michael Pittman Jr. (40058606),WR/FLEX,4900,IND@TEN 09/21/2025 01:00PM ET,IND,14,WR
Raheem Mostert,Raheem Mostert (40058308),RB/FLEX,4900,LV@WAS 09/21/2025 01:00PM ET,LV,0,RB
Spencer Rattler,Spencer Rattler (40058179),QB,4900,NO@SEA 09/21/2025 04:05PM ET,NO,16.57,QB
Joe Flacco,Joe Flacco (40058182),QB,4800,GB@CLE 09/21/2025 01:00PM ET,CLE,12.48,QB
Romeo Doubs,Romeo Doubs (40058610),WR/FLEX,4800,GB@CLE 09/21/2025 01:00PM ET,GB,10.3,WR
Stefon Diggs,Stefon Diggs (40058608),WR/FLEX,4800,PIT@NE 09/21/2025 01:00PM ET,NE,9.45,WR
Tyrod Taylor,Tyrod Taylor (40058181),QB,4800,NYJ@TB 09/21/2025 01:00PM ET,NYJ,8.34,QB
Zach Charbonnet,Zach Charbonnet (40058312),RB/FLEX,4800,NO@SEA 09/21/2025 04:05PM ET,SEA,5.85,RB
Brian Robinson Jr.,Brian Robinson Jr. (40058314),RB/FLEX,4800,ARI@SF 09/21/2025 04:25PM ET,SF,3.8,RB
Rico Dowdle,Rico Dowdle (40058318),RB/FLEX,4700,ATL@CAR 09/21/2025 01:00PM ET,CAR,3.25,RB
Tyler Allgeier,Tyler Allgeier (40058320),RB/FLEX,4700,ATL@CAR 09/21/2025 01:00PM ET,ATL,8.7,RB
Tucker Kraft,Tucker Kraft (40059024),TE/FLEX,4700,GB@CLE 09/21/2025 01:00PM ET,GB,18.65,TE
Christian Kirk,Christian Kirk (40058614),WR/FLEX,4700,HOU@JAX 09/21/2025 01:00PM ET,HOU,0,WR
Kenny Pickett,Kenny Pickett (40058183),QB,4700,LV@WAS 09/21/2025 01:00PM ET,LV,0,QB
Trey Lance,Trey Lance (40058184),QB,4700,DEN@LAC 09/21/2025 04:05PM ET,LAC,0,QB
RJ Harvey,RJ Harvey (40058316),RB/FLEX,4700,DEN@LAC 09/21/2025 04:05PM ET,DEN,5.65,RB
Keenan Allen,Keenan Allen (40058612),WR/FLEX,4700,DEN@LAC 09/21/2025 04:05PM ET,LAC,18.45,WR
Kirk Cousins,Kirk Cousins (40058185),QB,4600,ATL@CAR 09/21/2025 01:00PM ET,ATL,0,QB
Jerome Ford,Jerome Ford (40058324),RB/FLEX,4600,GB@CLE 09/21/2025 01:00PM ET,CLE,5.95,RB
Dameon Pierce,Dameon Pierce (40058326),RB/FLEX,4600,HOU@JAX 09/21/2025 01:00PM ET,HOU,0.5,RB
Antonio Gibson,Antonio Gibson (40058322),RB/FLEX,4600,PIT@NE 09/21/2025 01:00PM ET,NE,5.05,RB
Kayshon Boutte,Kayshon Boutte (40058618),WR/FLEX,4600,PIT@NE 09/21/2025 01:00PM ET,NE,13.95,WR
Teddy Bridgewater,Teddy Bridgewater (40058186),QB,4600,NYJ@TB 09/21/2025 01:00PM ET,TB,0,QB
Rashid Shaheed,Rashid Shaheed (40058616),WR/FLEX,4600,NO@SEA 09/21/2025 04:05PM ET,NO,12.25,WR
Andy Dalton,Andy Dalton (40058193),QB,4500,ATL@CAR 09/21/2025 01:00PM ET,CAR,0,QB
Darnell Mooney,Darnell Mooney (40058620),WR/FLEX,4500,ATL@CAR 09/21/2025 01:00PM ET,ATL,4,WR
Cedric Tillman,Cedric Tillman (40058622),WR/FLEX,4500,GB@CLE 09/21/2025 01:00PM ET,CLE,13.2,WR
Davis Mills,Davis Mills (40058187),QB,4500,HOU@JAX 09/21/2025 01:00PM ET,HOU,0,QB
Kenneth Gainwell,Kenneth Gainwell (40058328),RB/FLEX,4500,PIT@NE 09/21/2025 01:00PM ET,PIT,5.95,RB
Miles Sanders,Miles Sanders (40058332),RB/FLEX,4500,DAL@CHI 09/21/2025 04:25PM ET,DAL,7.45,RB
Trey Benson,Trey Benson (40058330),RB/FLEX,4500,ARI@SF 09/21/2025 04:25PM ET,ARI,8.45,RB
Woody Marks,Woody Marks (40058334),RB/FLEX,4400,HOU@JAX 09/21/2025 01:00PM ET,HOU,3.2,RB
Dyami Brown,Dyami Brown (40058626),WR/FLEX,4400,HOU@JAX 09/21/2025 01:00PM ET,JAX,13.2,WR
Kaleb Johnson,Kaleb Johnson (40058338),RB/FLEX,4400,PIT@NE 09/21/2025 01:00PM ET,PIT,-0.05,RB
Anthony Richardson Sr.,Anthony Richardson Sr. (40058189),QB,4400,IND@TEN 09/21/2025 01:00PM ET,IND,0,QB
Josh Downs,Josh Downs (40058624),WR/FLEX,4400,IND@TEN 09/21/2025 01:00PM ET,IND,7.15,WR
Tyler Warren,Tyler Warren (40059026),TE/FLEX,4400,IND@TEN 09/21/2025 01:00PM ET,IND,13.4,TE
Jeremy McNichols,Jeremy McNichols (40058336),RB/FLEX,4400,LV@WAS 09/21/2025 01:00PM ET,WAS,1.25,RB
Tyler Shough,Tyler Shough (40058188),QB,4400,NO@SEA 09/21/2025 04:05PM ET,NO,0,QB
Shedeur Sanders,Shedeur Sanders (40058190),QB,4300,GB@CLE 09/21/2025 01:00PM ET,CLE,0,QB
Dillon Gabriel,Dillon Gabriel (40058191),QB,4300,GB@CLE 09/21/2025 01:00PM ET,CLE,4.76,QB
Adam Thielen,Adam Thielen (40058628),WR/FLEX,4300,CIN@MIN 09/21/2025 01:00PM ET,MIN,3.3,WR
Will Shipley,Will Shipley (40058342),RB/FLEX,4300,LAR@PHI 09/21/2025 01:00PM ET,PHI,2.6,RB
Tank Bigsby,Tank Bigsby (40058344),RB/FLEX,4300,LAR@PHI 09/21/2025 01:00PM ET,PHI,0.6,RB
Alec Pierce,Alec Pierce (40058630),WR/FLEX,4300,IND@TEN 09/21/2025 01:00PM ET,IND,7.7,WR
Jaydon Blue,Jaydon Blue (40058340),RB/FLEX,4300,DAL@CHI 09/21/2025 04:25PM ET,DAL,0,RB
Jayden Higgins,Jayden Higgins (40058634),WR/FLEX,4200,HOU@JAX 09/21/2025 01:00PM ET,HOU,4.5,WR
Jimmy Garoppolo,Jimmy Garoppolo (40058192),QB,4200,LAR@PHI 09/21/2025 01:00PM ET,LAR,0,QB
Blake Corum,Blake Corum (40058350),RB/FLEX,4200,LAR@PHI 09/21/2025 01:00PM ET,LAR,6.5,RB
DJ Giddens,DJ Giddens (40058348),RB/FLEX,4200,IND@TEN 09/21/2025 01:00PM ET,IND,2.05,RB
Zamir White,Zamir White (40058346),RB/FLEX,4200,LV@WAS 09/21/2025 01:00PM ET,LV,2.05,RB
Zach Ertz,Zach Ertz (40059028),TE/FLEX,4200,LV@WAS 09/21/2025 01:00PM ET,WAS,15,TE
Luther Burden III,Luther Burden III (40058632),WR/FLEX,4200,DAL@CHI 09/21/2025 04:25PM ET,CHI,1.1,WR
David Njoku,David Njoku (40059030),TE/FLEX,4100,GB@CLE 09/21/2025 01:00PM ET,CLE,7.35,TE
DeMario Douglas,DeMario Douglas (40058636),WR/FLEX,4100,PIT@NE 09/21/2025 01:00PM ET,NE,5,WR
Chris Rodriguez Jr.,Chris Rodriguez Jr. (40058352),RB/FLEX,4100,LV@WAS 09/21/2025 01:00PM ET,WAS,0,RB
Dont'e Thornton Jr.,Dont'e Thornton Jr. (40058638),WR/FLEX,4100,LV@WAS 09/21/2025 01:00PM ET,LV,4.75,WR
Kyle Monangai,Kyle Monangai (40058354),RB/FLEX,4100,DAL@CHI 09/21/2025 04:25PM ET,CHI,3.35,RB
Hendon Hooker,Hendon Hooker (40058241),QB,4000,ATL@CAR 09/21/2025 01:00PM ET,CAR,0,QB
Emory Jones,Emory Jones (40058242),QB,4000,ATL@CAR 09/21/2025 01:00PM ET,ATL,0,QB
Easton Stick,Easton Stick (40058243),QB,4000,ATL@CAR 09/21/2025 01:00PM ET,ATL,0,QB
